1.732021 185.159590 1.069038e+02 2.682458e+00 7.992543e-07
1.732930 196.091999 1.131563e+02 2.682446e+00 8.193222e-07
1.733790 207.663814 1.197745e+02 2.682434e+00 8.402272e-07
1.734601 219.912434 1.267798e+02 2.682422e+00 8.619710e-07
1.735368 232.877442 1.341948e+02 2.682409e+00 8.845569e-07
1.736093 246.600738 1.420435e+02 2.682397e+00 9.079904e-07
1.736778 261.126673 1.503512e+02 2.682383e+00 9.322787e-07
1.737424 276.502190 1.591449e+02 2.682370e+00 9.574306e-07
1.738035 292.776980 1.684528e+02 2.682356e+00 9.834566e-07
1.738613 310.003638 1.783052e+02 2.682342e+00 1.010369e-06
1.739158 328.237836 1.887338e+02 2.682327e+00 1.038181e-06
1.739673 347.538503 1.997723e+02 2.682312e+00 1.066908e-06
1.740160 367.968014 2.114564e+02 2.682296e+00 1.096566e-06
1.740620 389.592392 2.238240e+02 2.682280e+00 1.127174e-06
1.741054 412.481521 2.369148e+02 2.682263e+00 1.158750e-06
1.741465 436.709373 2.507713e+02 2.682246e+00 1.191316e-06
1.741852 462.354246 2.654382e+02 2.682229e+00 1.224892e-06
1.742219 489.499018 2.809630e+02 2.682211e+00 1.259502e-06
1.742565 518.231414 2.973958e+02 2.682192e+00 1.295169e-06
1.742892 548.644291 3.147896e+02 2.682173e+00 1.331920e-06
1.743201 580.835934 3.332008e+02 2.682154e+00 1.369781e-06
1.743493 614.910378 3.526889e+02 2.682133e+00 1.408779e-06
1.743768 650.977745 3.733167e+02 2.682113e+00 1.448944e-06
1.744029 689.154594 3.951509e+02 2.682091e+00 1.490305e-06
1.744275 729.564303 4.182623e+02 2.682069e+00 1.532895e-06
1.744507 772.337466 4.427253e+02 2.682047e+00 1.576744e-06
1.744727 817.612315 4.686191e+02 2.682023e+00 1.621888e-06
1.744934 865.535168 4.960273e+02 2.681999e+00 1.668360e-06
1.745130 916.260898 5.250386e+02 2.681975e+00 1.716197e-06
1.745316 969.953438 5.557467e+02 2.681949e+00 1.765436e-06
1.745491 1026.786309 5.882508e+02 2.681923e+00 1.816116e-06
1.745656 1086.943180 6.226560e+02 2.681896e+00 1.868276e-06
1.745812 1150.618463 6.590735e+02 2.681869e+00 1.921958e-06
1.745960 1218.017940 6.976209e+02 2.681840e+00 1.977204e-06
1.746099 1289.359430 7.384229e+02 2.681811e+00 2.034058e-06
1.746231 1364.873489 7.816112e+02 2.681781e+00 2.092565e-06
1.746355 1444.804160 8.273255e+02 2.681750e+00 2.152771e-06
1.746473 1529.409759 8.757136e+02 2.681718e+00 2.214725e-06
1.746584 1618.963709 9.269317e+02 2.681685e+00 2.278476e-06
1.746689 1713.755426 9.811454e+02 2.681651e+00 2.344075e-06
1.746722 1746.238114 9.997230e+02 2.681640e+00 2.366137e-06
