0.000000 0.000000e+00 1.000000e+00
0.097206 1.029617e-01 1.059211e+00
0.188979 2.120158e-01 1.121900e+00
0.275625 3.275176e-01 1.188271e+00
0.357433 4.498429e-01 1.258539e+00
0.434673 5.793896e-01 1.332931e+00
0.507604 7.165783e-01 1.411688e+00
0.576467 8.618542e-01 1.495063e+00
0.641490 1.015688e+00 1.583327e+00
0.702889 1.178578e+00 1.676763e+00
0.760867 1.351051e+00 1.775672e+00
0.815617 1.533665e+00 1.880374e+00
0.867318 1.727008e+00 1.991204e+00
0.916143 1.931705e+00 2.108520e+00
0.962251 2.148415e+00 2.232697e+00
1.005795 2.377836e+00 2.364135e+00
1.046919 2.620706e+00 2.503255e+00
1.085758 2.877805e+00 2.650504e+00
1.122439 3.149961e+00 2.806352e+00
1.157084 3.438045e+00 2.971301e+00
1.189806 3.742983e+00 3.145876e+00
1.220712 4.065752e+00 3.330639e+00
1.249905 4.407388e+00 3.526180e+00
1.277478 4.768986e+00 3.733125e+00
1.303523 5.151705e+00 3.952138e+00
1.328126 5.556771e+00 4.183920e+00
1.351365 5.985486e+00 4.429214e+00
1.373318 6.439224e+00 4.688808e+00
1.394055 6.919443e+00 4.963536e+00
1.413645 7.427687e+00 5.254280e+00
1.432151 7.965593e+00 5.561979e+00
1.449633 8.534893e+00 5.887623e+00
1.466149 9.137425e+00 6.232264e+00
1.481751 9.775134e+00 6.597017e+00
1.496490 1.045008e+01 6.983061e+00
1.510415 1.116445e+01 7.391645e+00
1.523570 1.192056e+01 7.824095e+00
1.535998 1.272084e+01 8.281809e+00
1.547739 1.356790e+01 8.766270e+00
1.558832 1.446447e+01 9.279047e+00
1.569311 1.541346e+01 9.821801e+00
1.579211 1.641793e+01 1.039629e+01
1.588565 1.748114e+01 1.100436e+01
1.597401 1.860652e+01 1.164800e+01
1.605749 1.979772e+01 1.232927e+01
1.613636 2.105857e+01 1.305039e+01
1.621087 2.239317e+01 1.381368e+01
1.628126 2.380582e+01 1.462161e+01
1.634777 2.530109e+01 1.547679e+01
1.641059 2.688381e+01 1.638199e+01
1.646995 2.855911e+01 1.734013e+01
1.652603 3.033238e+01 1.835431e+01
1.657901 3.220937e+01 1.942780e+01
1.662906 3.419613e+01 2.056408e+01
1.667634 3.629910e+01 2.176682e+01
1.672102 3.852506e+01 2.303990e+01
1.676322 4.088121e+01 2.438744e+01
1.680309 4.337517e+01 2.581380e+01
1.684076 4.601499e+01 2.732358e+01
1.687635 4.880921e+01 2.892166e+01
1.690997 5.176686e+01 3.061321e+01
1.694174 5.489748e+01 3.240370e+01
1.697174 5.821122e+01 3.429890e+01
1.700009 6.171876e+01 3.630495e+01
1.702688 6.543145e+01 3.842833e+01
1.705218 6.936128e+01 4.067590e+01
1.707609 7.352096e+01 4.305492e+01
1.709867 7.792393e+01 4.557308e+01
1.712001 8.258441e+01 4.823853e+01
1.714017 8.751748e+01 5.105987e+01
1.715921 9.273906e+01 5.404623e+01
1.717720 9.826605e+01 5.720724e+01
1.719420 1.041163e+02 6.055314e+01
1.721026 1.103087e+02 6.409473e+01
1.722543 1.168633e+02 6.784346e+01
1.723976 1.238012e+02 7.181144e+01
1.725330 1.311449e+02 7.601149e+01
1.726610 1.389182e+02 8.045720e+01
1.727818 1.471461e+02 8.516292e+01
1.728960 1.558552e+02 9.014387e+01
1.730039 1.650736e+02 9.541614e+01
1.731058 1.748313e+02 1.009968e+02
1.732021 1.851596e+02 1.069038e+02
1.732930 1.960920e+02 1.131563e+02
1.733790 2.076638e+02 1.197745e+02
1.734601 2.199124e+02 1.267798e+02
1.735368 2.328774e+02 1.341948e+02
1.736093 2.466007e+02 1.420435e+02
1.736778 2.611267e+02 1.503512e+02
1.737424 2.765022e+02 1.591449e+02
1.738035 2.927770e+02 1.684528e+02
1.738613 3.100036e+02 1.783052e+02
1.739158 3.282378e+02 1.887338e+02
1.739673 3.475385e+02 1.997723e+02
1.740160 3.679680e+02 2.114564e+02
1.740620 3.895924e+02 2.238240e+02
1.741054 4.124815e+02 2.369148e+02
1.741465 4.367094e+02 2.507713e+02
1.741852 4.623542e+02 2.654382e+02
1.742219 4.894990e+02 2.809630e+02
1.742565 5.182314e+02 2.973958e+02
1.742892 5.486443e+02 3.147896e+02
1.743201 5.808359e+02 3.332008e+02
1.743493 6.149104e+02 3.526889e+02
1.743768 6.509777e+02 3.733167e+02
1.744029 6.891546e+02 3.951509e+02
1.744275 7.295643e+02 4.182623e+02
1.744507 7.723375e+02 4.427253e+02
1.744727 8.176123e+02 4.686191e+02
1.744934 8.655352e+02 4.960273e+02
1.745130 9.162609e+02 5.250386e+02
1.745316 9.699534e+02 5.557467e+02
1.745491 1.026786e+03 5.882508e+02
1.745656 1.086943e+03 6.226560e+02
1.745812 1.150618e+03 6.590735e+02
1.745960 1.218018e+03 6.976209e+02
1.746099 1.289359e+03 7.384229e+02
1.746231 1.364873e+03 7.816112e+02
1.746355 1.444804e+03 8.273255e+02
1.746473 1.529410e+03 8.757136e+02
1.746584 1.618964e+03 9.269317e+02
1.746689 1.713755e+03 9.811454e+02
