0.000000 1.000000 3.150506e-05 -9.925686e-10
0.097206 1.059211 3.149147e-05 1.041459e-09
0.188979 1.121900 3.147820e-05 1.102332e-09
0.275625 1.188271 3.146517e-05 1.166705e-09
0.357433 1.258539 3.145232e-05 1.234784e-09
0.434673 1.332931 3.143960e-05 1.306788e-09
0.507604 1.411688 3.142697e-05 1.382947e-09
0.576467 1.495063 3.141442e-05 1.463502e-09
0.641490 1.583327 3.140192e-05 1.548708e-09
0.702889 1.676763 3.138948e-05 1.638835e-09
0.760867 1.775672 3.137708e-05 1.734167e-09
0.815617 1.880374 3.136472e-05 1.835007e-09
0.867318 1.991204 3.135240e-05 1.941673e-09
0.916143 2.108520 3.134012e-05 2.054504e-09
0.962251 2.232697 3.132790e-05 2.173856e-09
1.005795 2.364135 3.131573e-05 2.300111e-09
1.046919 2.503255 3.130363e-05 2.433673e-09
1.085758 2.650504 3.129161e-05 2.574970e-09
1.122439 2.806352 3.127969e-05 2.724460e-09
1.157084 2.971301 3.126790e-05 2.882629e-09
1.189806 3.145876 3.125626e-05 3.049998e-09
1.220712 3.330639 3.124480e-05 3.227121e-09
1.249905 3.526180 3.123357e-05 3.414594e-09
1.277478 3.733125 3.122262e-05 3.613056e-09
1.303523 3.952138 3.121200e-05 3.823184e-09
1.328126 4.183920 3.120176e-05 4.045708e-09
1.351365 4.429214 3.119199e-05 4.281404e-09
1.373318 4.688808 3.118275e-05 4.531097e-09
1.394055 4.963536 3.117412e-05 4.795657e-09
1.413645 5.254280 3.116617e-05 5.076007e-09
1.432151 5.561979 3.115895e-05 5.373094e-09
1.449633 5.887623 3.115252e-05 5.687901e-09
1.466149 6.232264 3.114689e-05 6.021441e-09
1.481751 6.597017 3.114208e-05 6.374759e-09
1.496490 6.983061 3.113804e-05 6.748941e-09
1.510415 7.391645 3.113474e-05 7.145123e-09
1.523570 7.824095 3.113209e-05 7.564503e-09
1.535998 8.281809 3.113002e-05 8.008354e-09
1.547739 8.766270 3.112843e-05 8.478046e-09
1.558832 9.279047 3.112723e-05 8.975054e-09
1.569311 9.821801 3.112634e-05 9.500959e-09
1.579211 10.396286 3.112569e-05 1.005745e-08
1.588565 11.004363 3.112523e-05 1.064633e-08
1.597401 11.647998 3.112490e-05 1.126952e-08
1.605749 12.329272 3.112466e-05 1.192904e-08
1.613636 13.050388 3.112450e-05 1.262703e-08
1.621087 13.813677 3.112439e-05 1.336578e-08
1.628126 14.621607 3.112431e-05 1.414768e-08
1.634777 15.476790 3.112426e-05 1.497526e-08
1.641059 16.381988 3.112422e-05 1.585121e-08
1.646995 17.340128 3.112420e-05 1.677837e-08
1.652603 18.354307 3.112418e-05 1.775974e-08
1.657901 19.427801 3.112417e-05 1.879849e-08
1.662906 20.564082 3.112416e-05 1.989799e-08
1.667634 21.766820 3.112415e-05 2.106179e-08
1.672102 23.039902 3.112415e-05 2.229365e-08
1.676322 24.387444 3.112415e-05 2.359755e-08
1.680309 25.813800 3.112415e-05 2.497771e-08
1.684076 27.323579 3.112414e-05 2.643860e-08
1.687635 28.921662 3.112414e-05 2.798492e-08
1.690997 30.613211 3.112414e-05 2.962169e-08
1.694174 32.403695 3.112414e-05 3.135418e-08
1.697174 34.298900 3.112414e-05 3.318800e-08
1.700009 36.304949 3.112414e-05 3.512908e-08
1.702688 38.428328 3.112414e-05 3.718369e-08
1.705218 40.675896 3.112414e-05 3.935846e-08
1.707609 43.054919 3.112414e-05 4.166043e-08
1.709867 45.573085 3.112414e-05 4.409704e-08
1.712001 48.238531 3.112414e-05 4.667615e-08
1.714017 51.059872 3.112414e-05 4.940611e-08
1.715921 54.046226 3.112414e-05 5.229574e-08
1.717720 57.207243 3.112414e-05 5.535438e-08
1.719420 60.553140 3.112414e-05 5.859191e-08
1.721026 64.094729 3.112414e-05 6.201879e-08
1.722543 67.843456 3.112414e-05 6.564610e-08
1.723976 71.811436 3.112414e-05 6.948556e-08
1.725330 76.011492 3.112414e-05 7.354959e-08
1.726610 80.457198 3.112414e-05 7.785130e-08
1.727818 85.162922 3.112414e-05 8.240461e-08
1.728960 90.143870 3.112414e-05 8.722424e-08
1.730039 95.416141 3.112414e-05 9.232575e-08
1.731058 100.996773 3.112414e-05 9.772563e-08
1.732021 106.903800 3.112414e-05 1.034413e-07
1.732930 113.156314 3.112414e-05 1.094913e-07
1.733790 119.774520 3.112414e-05 1.158952e-07
1.734601 126.779807 3.112414e-05 1.226736e-07
1.735368 134.194814 3.112414e-05 1.298484e-07
1.736093 142.043505 3.112414e-05 1.374429e-07
1.736778 150.351245 3.112414e-05 1.454816e-07
1.737424 159.144881 3.112414e-05 1.539904e-07
1.738035 168.452834 3.112414e-05 1.629969e-07
1.738613 178.305184 3.112414e-05 1.725301e-07
1.739158 188.733771 3.112414e-05 1.826209e-07
1.739673 199.772298 3.112414e-05 1.933019e-07
1.740160 211.456438 3.112414e-05 2.046077e-07
1.740620 223.823952 3.112414e-05 2.165746e-07
1.741054 236.914808 3.112414e-05 2.292415e-07
1.741465 250.771313 3.112414e-05 2.426492e-07
1.741852 265.438247 3.112414e-05 2.568411e-07
1.742219 280.963010 3.112414e-05 2.718630e-07
1.742565 297.395775 3.112414e-05 2.877635e-07
1.742892 314.789647 3.112414e-05 3.045940e-07
1.743201 333.200840 3.112414e-05 3.224089e-07
1.743493 352.688854 3.112414e-05 3.412657e-07
1.743768 373.316669 3.112414e-05 3.612254e-07
1.744029 395.150948 3.112414e-05 3.823525e-07
1.744275 418.262256 3.112414e-05 4.047153e-07
1.744507 442.725281 3.112414e-05 4.283860e-07
1.744727 468.619081 3.112414e-05 4.534411e-07
1.744934 496.027340 3.112414e-05 4.799616e-07
1.745130 525.038634 3.112414e-05 5.080333e-07
1.745316 555.746719 3.112414e-05 5.377468e-07
1.745491 588.250837 3.112414e-05 5.691981e-07
1.745656 622.656032 3.112414e-05 6.024890e-07
1.745812 659.073494 3.112414e-05 6.377269e-07
1.745960 697.620914 3.112414e-05 6.750258e-07
1.746099 738.422868 3.112414e-05 7.145062e-07
1.746231 781.611217 3.112414e-05 7.562958e-07
