1.697174 5.821122e+01 3.429890e+01 2.497720e-12 3.904425e-15 5.306862e-05
1.700009 6.171876e+01 3.630495e+01 1.820414e-12 3.365202e-15 5.306862e-05
1.702688 6.543145e+01 3.842833e+01 1.348436e-12 2.917023e-15 5.306862e-05
1.705218 6.936128e+01 4.067590e+01 1.017451e-12 2.543055e-15 5.306862e-05
1.707609 7.352096e+01 4.305492e+01 7.837438e-13 2.229697e-15 5.306862e-05
1.709867 7.792393e+01 4.557308e+01 6.175457e-13 1.965948e-15 5.306862e-05
1.712001 8.258441e+01 4.823853e+01 4.985326e-13 1.742903e-15 5.306862e-05
1.714017 8.751748e+01 5.105987e+01 4.127819e-13 1.553344e-15 5.306862e-05
1.715921 9.273906e+01 5.404623e+01 3.507169e-13 1.391415e-15 5.306862e-05
1.717720 9.826605e+01 5.720724e+01 3.057184e-13 1.252355e-15 5.306862e-05
1.719420 1.041163e+02 6.055314e+01 2.731847e-13 1.132289e-15 5.306862e-05
1.721026 1.103087e+02 6.409473e+01 2.498958e-13 1.028058e-15 5.306862e-05
1.722543 1.168633e+02 6.784346e+01 2.335815e-13 9.370796e-16 5.306862e-05
1.723976 1.238012e+02 7.181144e+01 2.226286e-13 8.572382e-16 5.306862e-05
1.725330 1.311449e+02 7.601149e+01 2.158805e-13 7.867970e-16 5.306862e-05
1.726610 1.389182e+02 8.045720e+01 2.125011e-13 7.243265e-16 5.306862e-05
1.727818 1.471461e+02 8.516292e+01 2.118807e-13 6.686462e-16 5.306862e-05
1.728960 1.558552e+02 9.014387e+01 2.135715e-13 6.187788e-16 5.306862e-05
1.730039 1.650736e+02 9.541614e+01 2.172428e-13 5.739124e-16 5.306862e-05
1.731058 1.748313e+02 1.009968e+02 2.226495e-13 5.333705e-16 5.306862e-05
1.732021 1.851596e+02 1.069038e+02 2.296105e-13 4.965870e-16 5.306862e-05
1.732930 1.960920e+02 1.131563e+02 2.379929e-13 4.630868e-16 5.306862e-05
1.733790 2.076638e+02 1.197745e+02 2.477007e-13 4.324693e-16 5.306862e-05
1.734601 2.199124e+02 1.267798e+02 2.586671e-13 4.043956e-16 5.306862e-05
1.735368 2.328774e+02 1.341948e+02 2.708482e-13 3.785774e-16 5.306862e-05
1.736093 2.466007e+02 1.420435e+02 2.842191e-13 3.547688e-16 5.306862e-05
1.736778 2.611267e+02 1.503512e+02 2.987705e-13 3.327589e-16 5.306862e-05
1.737424 2.765022e+02 1.591449e+02 3.145061e-13 3.123659e-16 5.306862e-05
1.738035 2.927770e+02 1.684528e+02 3.314410e-13 2.934324e-16 5.306862e-05
1.738613 3.100036e+02 1.783052e+02 3.496005e-13 2.758218e-16 5.306862e-05
1.739158 3.282378e+02 1.887338e+02 3.690186e-13 2.594143e-16 5.306862e-05
1.739673 3.475385e+02 1.997723e+02 3.897375e-13 2.441050e-16 5.306862e-05
1.740160 3.679680e+02 2.114564e+02 4.118071e-13 2.298013e-16 5.306862e-05
1.740620 3.895924e+02 2.238240e+02 4.352844e-13 2.164211e-16 5.306862e-05
1.741054 4.124815e+02 2.369148e+02 4.602332e-13 2.038914e-16 5.306862e-05
1.741465 4.367094e+02 2.507713e+02 4.867241e-13 1.921469e-16 5.306862e-05
1.741852 4.623542e+02 2.654382e+02 5.148342e-13 1.811289e-16 5.306862e-05
1.742219 4.894990e+02 2.809630e+02 5.446473e-13 1.707847e-16 5.306862e-05
1.742565 5.182314e+02 2.973958e+02 5.762538e-13 1.610663e-16 5.306862e-05
1.742892 5.486443e+02 3.147896e+02 6.097509e-13 1.519304e-16 5.306862e-05
1.743201 5.808359e+02 3.332008e+02 6.452426e-13 1.433374e-16 5.306862e-05
1.743493 6.149104e+02 3.526889e+02 6.828401e-13 1.352511e-16 5.306862e-05
1.743768 6.509777e+02 3.733167e+02 7.226619e-13 1.276384e-16 5.306862e-05
1.744029 6.891546e+02 3.951509e+02 7.648344e-13 1.204688e-16 5.306862e-05
1.744275 7.295643e+02 4.182623e+02 8.094917e-13 1.137141e-16 5.306862e-05
1.744507 7.723375e+02 4.427253e+02 8.567764e-13 1.073485e-16 5.306862e-05
1.744727 8.176123e+02 4.686191e+02 9.068399e-13 1.013479e-16 5.306862e-05
1.744934 8.655352e+02 4.960273e+02 9.598428e-13 9.568998e-17 5.306862e-05
1.745130 9.162609e+02 5.250386e+02 1.015956e-12 9.035403e-17 5.306862e-05
1.745316 9.699534e+02 5.557467e+02 1.075359e-12 8.532078e-17 5.306862e-05
1.745491 1.026786e+03 5.882508e+02 1.138243e-12 8.057223e-17 5.306862e-05
1.745656 1.086943e+03 6.226560e+02 1.204812e-12 7.609160e-17 5.306861e-05
1.745812 1.150618e+03 6.590735e+02 1.275280e-12 7.186320e-17 5.306861e-05
1.745960 1.218018e+03 6.976209e+02 1.349874e-12 6.787235e-17 5.306861e-05
1.746099 1.289359e+03 7.384229e+02 1.428836e-12 6.410530e-17 5.306861e-05
1.746231 1.364873e+03 7.816112e+02 1.512420e-12 6.054915e-17 5.306861e-05
1.746355 1.444804e+03 8.273255e+02 1.600897e-12 5.719181e-17 5.306861e-05
1.746473 1.529410e+03 8.757136e+02 1.694551e-12 5.402193e-17 5.306861e-05
1.746584 1.618964e+03 9.269317e+02 1.793687e-12 5.102883e-17 5.306861e-05
1.746689 1.713755e+03 9.811454e+02 1.898623e-12 4.820248e-17 5.306861e-05
