0.000000 1.785818e+07
0.097206 1.777592e+07
0.188979 1.769385e+07
0.275625 1.761198e+07
0.357433 1.753032e+07
0.434673 1.744887e+07
0.507604 1.736763e+07
0.576467 1.728660e+07
0.641490 1.720580e+07
0.702889 1.712523e+07
0.760867 1.704490e+07
0.815617 1.696483e+07
0.867318 1.688504e+07
0.916143 1.680554e+07
0.962251 1.672635e+07
1.005795 1.664752e+07
1.046919 1.656909e+07
1.085758 1.649109e+07
1.122439 1.641360e+07
1.157084 1.633669e+07
1.189806 1.626045e+07
1.220712 1.618499e+07
1.249905 1.611046e+07
1.277478 1.603701e+07
1.303523 1.596483e+07
1.328126 1.589416e+07
1.351365 1.582525e+07
1.373318 1.575838e+07
1.394055 1.569389e+07
1.413645 1.563211e+07
1.432151 1.557337e+07
1.449633 1.551803e+07
1.466149 1.546637e+07
1.481751 1.541864e+07
1.496490 1.537502e+07
1.510415 1.533560e+07
1.523570 1.530036e+07
1.535998 1.526920e+07
1.547739 1.524192e+07
1.558832 1.521827e+07
1.569311 1.519794e+07
1.579211 1.518060e+07
1.588565 1.516590e+07
1.597401 1.515352e+07
1.605749 1.514313e+07
1.613636 1.513446e+07
1.621087 1.512724e+07
1.628126 1.512125e+07
1.634777 1.511628e+07
1.641059 1.511217e+07
1.646995 1.510878e+07
1.652603 1.510597e+07
1.657901 1.510366e+07
1.662906 1.510175e+07
1.667634 1.510017e+07
1.672102 1.509886e+07
1.676322 1.509778e+07
1.680309 1.509688e+07
1.684076 1.509614e+07
1.687635 1.509552e+07
1.690997 1.509500e+07
1.694174 1.509456e+07
1.697174 1.509419e+07
1.700009 1.509388e+07
1.702688 1.509361e+07
1.705218 1.509337e+07
1.707609 1.509317e+07
1.709867 1.509299e+07
1.712001 1.509283e+07
1.714017 1.509269e+07
1.715921 1.509255e+07
1.717720 1.509243e+07
1.719420 1.509232e+07
1.721026 1.509221e+07
1.722543 1.509210e+07
1.723976 1.509200e+07
1.725330 1.509190e+07
1.726610 1.509180e+07
1.727818 1.509170e+07
1.728960 1.509160e+07
1.730039 1.509150e+07
1.731058 1.509140e+07
1.732021 1.509130e+07
1.732930 1.509119e+07
1.733790 1.509109e+07
1.734601 1.509098e+07
1.735368 1.509087e+07
1.736093 1.509076e+07
1.736778 1.509064e+07
1.737424 1.509052e+07
1.738035 1.509040e+07
1.738613 1.509027e+07
1.739158 1.509015e+07
1.739673 1.509001e+07
1.740160 1.508988e+07
1.740620 1.508974e+07
1.741054 1.508959e+07
1.741465 1.508945e+07
1.741852 1.508930e+07
1.742219 1.508914e+07
1.742565 1.508898e+07
1.742892 1.508881e+07
1.743201 1.508864e+07
1.743493 1.508847e+07
1.743768 1.508829e+07
1.744029 1.508810e+07
1.744275 1.508791e+07
1.744507 1.508772e+07
1.744727 1.508752e+07
1.744934 1.508731e+07
1.745130 1.508710e+07
1.745316 1.508688e+07
1.745491 1.508665e+07
1.745656 1.508642e+07
1.745812 1.508618e+07
1.745960 1.508593e+07
1.746099 1.508568e+07
1.746231 1.508542e+07
1.746355 1.508515e+07
1.746473 1.508488e+07
1.746584 1.508459e+07
1.746689 1.508430e+07
